content_id,source_group,source_id,title,year,publisher,url,source_type,quality,priority,domains,content_kind,status,known_summary,known_limitations,research_question,extraction_requirements,do_not_infer,identifier
CUR-SRC096-Q1,current_knowledge_deep_mine,SRC096,Sebring Corvette C5-R Michelin double-stint durability,2004,DailySportscar / Ron Fellows,https://www.dailysportscar.com/archive/subscribers/interviews/ronfellows_2.htm,Driver/team technical interview,B,P1,wear;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,Corvette changed Michelin tires every other stop and consistently double-stinted; switch from Goodyear to Michelin was explicitly linked to durability.,Strong relative endurance evidence for 2004 GTS; not a 1990s coefficient source.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to wear, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC096-Q2,current_knowledge_deep_mine,SRC096,Sebring Corvette C5-R Michelin double-stint durability,2004,DailySportscar / Ron Fellows,https://www.dailysportscar.com/archive/subscribers/interviews/ronfellows_2.htm,Driver/team technical interview,B,P1,wear;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,Corvette changed Michelin tires every other stop and consistently double-stinted; switch from Goodyear to Michelin was explicitly linked to durability.,Strong relative endurance evidence for 2004 GTS; not a 1990s coefficient source.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for wear, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC097-Q1,current_knowledge_deep_mine,SRC097,"Dunlop Racing R5 current range, dimensions, 204 compound and road-legal fitments",Current / R5 lineage from 1958,Longstone Tyres,https://www.longstonetyres.co.uk/vintage-tyres/dunlop-racing.html,Current specialist distributor technical page,B,P1,forces;construction;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"Current R5 range is cross-ply, 204 compound, tube-type; Longstone lists 15–17 inch dimensions and states 16- and 17-inch R5 fitments are road legal.","Excellent current product/fitment evidence; distributor source, not proof of original 1958 force/moment coefficients.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to forces, construction, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC097-Q2,current_knowledge_deep_mine,SRC097,"Dunlop Racing R5 current range, dimensions, 204 compound and road-legal fitments",Current / R5 lineage from 1958,Longstone Tyres,https://www.longstonetyres.co.uk/vintage-tyres/dunlop-racing.html,Current specialist distributor technical page,B,P1,forces;construction;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"Current R5 range is cross-ply, 204 compound, tube-type; Longstone lists 15–17 inch dimensions and states 16- and 17-inch R5 fitments are road legal.","Excellent current product/fitment evidence; distributor source, not proof of original 1958 force/moment coefficients.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for forces, construction, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC098-Q1,current_knowledge_deep_mine,SRC098,FIA HTH-001 Dunlop Vintage R5,2022 homologation of period-spec R5/CM204,FIA / Goodyear Operations S.A. / Dunlop brand,https://historicdb.fia.com/sites/default/files/regulations/1649945602/hth-001.pdf,FIA Historic Tyre Homologation,A,P1,wear,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"FIA certifies R5 tread and CM204 compound as compliant with a manufacturer period specification; publishes controlled geometry, Shore A 60, 5–6 mm main groove depth, mass, E-marking and 27 psi measurement conditions.",Strongest current R5 calibration source. Period-spec compliance does not prove molecular identity or exact F&M/wear of the original 1958 Green Spot tire.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to wear that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC098-Q2,current_knowledge_deep_mine,SRC098,FIA HTH-001 Dunlop Vintage R5,2022 homologation of period-spec R5/CM204,FIA / Goodyear Operations S.A. / Dunlop brand,https://historicdb.fia.com/sites/default/files/regulations/1649945602/hth-001.pdf,FIA Historic Tyre Homologation,A,P1,wear,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"FIA certifies R5 tread and CM204 compound as compliant with a manufacturer period specification; publishes controlled geometry, Shore A 60, 5–6 mm main groove depth, mass, E-marking and 27 psi measurement conditions.",Strongest current R5 calibration source. Period-spec compliance does not prove molecular identity or exact F&M/wear of the original 1958 Green Spot tire.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for wear. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC099-Q1,current_knowledge_deep_mine,SRC099,Historic Tyre Pressure Guide — Dunlop Vintage / R5,2019,Dunlop Racing via Roger Kraus Racing,https://rogerkrausracing.com/pdfpricing/Tire%20pressures%20%20Dunlop%20Vintage%202019.pdf,Manufacturer-supplied historic pressure guide via racing distributor,A/B,P1,pressure;wear;construction,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,R5 hot/cold pressure recommendations vary strongly with vehicle mass; guide also recommends 1–3 psi axle bias toward the engine end and explicitly identifies Vintage/R5 as XP cross-ply treaded.,Operational guide for current historic-control R5; do not back-project exact pressures to every 1958–61 works car without car/event evidence.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to pressure, wear, construction that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC099-Q2,current_knowledge_deep_mine,SRC099,Historic Tyre Pressure Guide — Dunlop Vintage / R5,2019,Dunlop Racing via Roger Kraus Racing,https://rogerkrausracing.com/pdfpricing/Tire%20pressures%20%20Dunlop%20Vintage%202019.pdf,Manufacturer-supplied historic pressure guide via racing distributor,A/B,P1,pressure;wear;construction,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,R5 hot/cold pressure recommendations vary strongly with vehicle mass; guide also recommends 1–3 psi axle bias toward the engine end and explicitly identifies Vintage/R5 as XP cross-ply treaded.,Operational guide for current historic-control R5; do not back-project exact pressures to every 1958–61 works car without car/event evidence.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for pressure, wear, construction. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC100-Q1,current_knowledge_deep_mine,SRC100,Dunlop Vintage 2024 size/weight/rim/compound catalogue,2024,Dunlop Racing catalogue distributed by Roger Kraus Racing,https://rogerkrausracing.com/pdfpricing/Dunlop%20Vintage%202024.pdf,Current historic racing tire data catalogue via specialist distributor,A/B,P1,geometry;wear;construction,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"Lists R5 204-compound sizes, tire mass, recommended rim ranges, used measurement rim, overall diameter, section width and tread width; confirms Vintage series is tube type.","Useful current-production dimensional/weight cross-check. Values differ from FIA HTH controlled measurements, so record measurement conditions and source rather than averaging blindly.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to geometry, wear, construction that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC100-Q2,current_knowledge_deep_mine,SRC100,Dunlop Vintage 2024 size/weight/rim/compound catalogue,2024,Dunlop Racing catalogue distributed by Roger Kraus Racing,https://rogerkrausracing.com/pdfpricing/Dunlop%20Vintage%202024.pdf,Current historic racing tire data catalogue via specialist distributor,A/B,P1,geometry;wear;construction,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"Lists R5 204-compound sizes, tire mass, recommended rim ranges, used measurement rim, overall diameter, section width and tread width; confirms Vintage series is tube type.","Useful current-production dimensional/weight cross-check. Values differ from FIA HTH controlled measurements, so record measurement conditions and source rather than averaging blindly.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for geometry, wear, construction. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC101-Q1,current_knowledge_deep_mine,SRC101,Some Accessories at Earls Court — Dunlop's new R5 racing tyre,1958,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/november-1958/27/some-accessories-at-earls-court-2/,Contemporary period publication,A/B,P1,forces;construction;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,Contemporary November 1958 report explicitly identifies the R5 as Dunlop's new racing tire.,"Strong chronology confirmation; no dimensions, construction rates or force coefficients.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to forces, construction, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC101-Q2,current_knowledge_deep_mine,SRC101,Some Accessories at Earls Court — Dunlop's new R5 racing tyre,1958,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/november-1958/27/some-accessories-at-earls-court-2/,Contemporary period publication,A/B,P1,forces;construction;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,Contemporary November 1958 report explicitly identifies the R5 as Dunlop's new racing tire.,"Strong chronology confirmation; no dimensions, construction rates or force coefficients.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for forces, construction, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC102-Q1,current_knowledge_deep_mine,SRC102,Goodyear Motorsport Vintage / Can-Am — Blue Streak 5,Current / FIA Period C-D-E replacement,Goodyear Motorsport,https://www.goodyear-motorsport.de/en/vintage-can-am-reifendb.html,Manufacturer current product database,A,P1,geometry;wear;forces,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,Official current Blue Streak 5 size/rim/section-width/rolling-circumference data; confirms current FIA C/D/E family corresponding to R5 dimensions.,"Current manufacturer data. Excellent dimensional cross-check, but not original 1958 force/moment or wear data.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to geometry, wear, forces that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC102-Q2,current_knowledge_deep_mine,SRC102,Goodyear Motorsport Vintage / Can-Am — Blue Streak 5,Current / FIA Period C-D-E replacement,Goodyear Motorsport,https://www.goodyear-motorsport.de/en/vintage-can-am-reifendb.html,Manufacturer current product database,A,P1,geometry;wear;forces,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,Official current Blue Streak 5 size/rim/section-width/rolling-circumference data; confirms current FIA C/D/E family corresponding to R5 dimensions.,"Current manufacturer data. Excellent dimensional cross-check, but not original 1958 force/moment or wear data.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for geometry, wear, forces. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC103-Q1,current_knowledge_deep_mine,SRC103,Historic Technical Tyre List n°100 — R5 / Blue Streak 5 pairing,2025,FIA,https://historicdb.fia.com/sites/default/files/regulations/1772807359/historic_technical_tyre_list_100_2025.pdf,FIA Historic Technical Tyre List,A,P1,geometry;regulation,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"Pairs Dunlop R5 HTH-001 with Goodyear Blue Streak 5 HTH-008 across the same Vintage sizes, confirming the homologated current transition.",Homologation/identity evidence; not proof that current production is chemically identical to every original 1958 tire.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to geometry, regulation that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC103-Q2,current_knowledge_deep_mine,SRC103,Historic Technical Tyre List n°100 — R5 / Blue Streak 5 pairing,2025,FIA,https://historicdb.fia.com/sites/default/files/regulations/1772807359/historic_technical_tyre_list_100_2025.pdf,FIA Historic Technical Tyre List,A,P1,geometry;regulation,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"Pairs Dunlop R5 HTH-001 with Goodyear Blue Streak 5 HTH-008 across the same Vintage sizes, confirming the homologated current transition.",Homologation/identity evidence; not proof that current production is chemically identical to every original 1958 tire.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for geometry, regulation. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC104-Q1,current_knowledge_deep_mine,SRC104,Motor Sport — Dunlop R5 nylon construction contemporary evidence,1958,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/september-1958/20/500-fastest-at-great-auclum-national-speed-hill-cl/,Contemporary period publication,A/B,P1,construction;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"September 1958 report states Dunlop's racing R5 used nylon, directly supporting nylon-cased R5 construction in period rather than a later retrofit.",Strong contemporary construction evidence; no stiffness or F&M coefficients.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to construction, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC104-Q2,current_knowledge_deep_mine,SRC104,Motor Sport — Dunlop R5 nylon construction contemporary evidence,1958,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/september-1958/20/500-fastest-at-great-auclum-national-speed-hill-cl/,Contemporary period publication,A/B,P1,construction;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"September 1958 report states Dunlop's racing R5 used nylon, directly supporting nylon-cased R5 construction in period rather than a later retrofit.",Strong contemporary construction evidence; no stiffness or F&M coefficients.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for construction, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC105-Q1,current_knowledge_deep_mine,SRC105,Autosport — Elva Formula Junior fitted with Dunlop R5 D9,1960,Autosport,https://porschecarshistory.com/wp-content/old/lib/magazines/autosport/1960/AS1960.10.07.pdf,Contemporary technical/race-car specification,A/B,P1,forces;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"Elva Formula Junior specification gives 4.50-15 front and 5.00-15 rear Dunlop R5 D9 tires, directly identifying a period R5 compound/spec code.",Strong period fitment/code evidence; does not decode D9 rubber chemistry or force coefficients.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to forces, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC105-Q2,current_knowledge_deep_mine,SRC105,Autosport — Elva Formula Junior fitted with Dunlop R5 D9,1960,Autosport,https://porschecarshistory.com/wp-content/old/lib/magazines/autosport/1960/AS1960.10.07.pdf,Contemporary technical/race-car specification,A/B,P1,forces;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"Elva Formula Junior specification gives 4.50-15 front and 5.00-15 rear Dunlop R5 D9 tires, directly identifying a period R5 compound/spec code.",Strong period fitment/code evidence; does not decode D9 rubber chemistry or force coefficients.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for forces, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC106-Q1,current_knowledge_deep_mine,SRC106,Autocar — Cooper Formula Junior Dunlop D9 or D12 racing tires,1962,Autocar / Cooper Car Company,https://www.nationaltransporttrust.org.uk/documents/bibliography_attachments/Cooper_T59_Sales_Flyer.pdf,Contemporary manufacturer/car technical specification,A/B,P1,motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"1962 Cooper-Austin Formula Junior specification lists Dunlop D9 or D12 racing tires, 4.50 front and 5.50 rear.",Direct period specification proving multiple Dunlop race specs; exact D9-vs-D12 compound properties need separate evidence.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC106-Q2,current_knowledge_deep_mine,SRC106,Autocar — Cooper Formula Junior Dunlop D9 or D12 racing tires,1962,Autocar / Cooper Car Company,https://www.nationaltransporttrust.org.uk/documents/bibliography_attachments/Cooper_T59_Sales_Flyer.pdf,Contemporary manufacturer/car technical specification,A/B,P1,motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"1962 Cooper-Austin Formula Junior specification lists Dunlop D9 or D12 racing tires, 4.50 front and 5.50 rear.",Direct period specification proving multiple Dunlop race specs; exact D9-vs-D12 compound properties need separate evidence.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC107-Q1,current_knowledge_deep_mine,SRC107,Race Circuit Surfacing — Dunlop D9/D12 tread wear rates at Goodwood,1964 reporting 1961 tests,Motor Sport Magazine / Dunlop test data,https://www.motorsportmagazine.com/archive/article/march-1964/26/race-circuit-surfacing/,Period race-circuit technical analysis using Dunlop test data,A/B,P1,wear;forces;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"Old-surface D9: 53 miles/mm practice and 45–50 miles/mm racing. After resurfacing, D12: 50 miles/mm practice and 80 miles/mm racing; report notes D12 normally wears faster and estimates roughly 100% D9 tread-wear improvement on new surface.","Exceptional abrasion-rate anchor. It is tread loss vs distance, not wear→grip, and is highly surface/compound/car dependent.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to wear, forces, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC107-Q2,current_knowledge_deep_mine,SRC107,Race Circuit Surfacing — Dunlop D9/D12 tread wear rates at Goodwood,1964 reporting 1961 tests,Motor Sport Magazine / Dunlop test data,https://www.motorsportmagazine.com/archive/article/march-1964/26/race-circuit-surfacing/,Period race-circuit technical analysis using Dunlop test data,A/B,P1,wear;forces;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"Old-surface D9: 53 miles/mm practice and 45–50 miles/mm racing. After resurfacing, D12: 50 miles/mm practice and 80 miles/mm racing; report notes D12 normally wears faster and estimates roughly 100% D9 tread-wear improvement on new surface.","Exceptional abrasion-rate anchor. It is tread loss vs distance, not wear→grip, and is highly surface/compound/car dependent.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for wear, forces, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC108-Q1,current_knowledge_deep_mine,SRC108,Peregrine competition-car test — Dunlop R5 31F/34R psi,1961,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/april-1961/55/peregrine-kind-of-falcon/,Contemporary road/race test,A/B,P1,pressure;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,At Silverstone the Peregrine ran Dunlop R5 racing tires at 31 psi front and 34 psi rear; report notes pressure adjustments would alter handling.,"Useful car-specific period pressure example, not a universal R5 pressure target.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to pressure, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC108-Q2,current_knowledge_deep_mine,SRC108,Peregrine competition-car test — Dunlop R5 31F/34R psi,1961,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/april-1961/55/peregrine-kind-of-falcon/,Contemporary road/race test,A/B,P1,pressure;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,At Silverstone the Peregrine ran Dunlop R5 racing tires at 31 psi front and 34 psi rear; report notes pressure adjustments would alter handling.,"Useful car-specific period pressure example, not a universal R5 pressure target.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for pressure, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC109-Q1,current_knowledge_deep_mine,SRC109,Jaguar Tuning & Preparation of E-Type Cars for Competition — R5 pressure/fitment,1962,Jaguar Cars,https://jaguarrules.ru/wp-content/uploads/2018/11/Jaguar-E-Type-for-competition-use-1962.pdf,Factory competition preparation manual,A,P1,pressure,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"Specifies Dunlop R5 6.00x15 front / 6.50x15 rear and recommends 45 psi front and rear as a baseline, while explicitly saying pressures vary by circuit and requirements.",Very strong factory car-specific pressure/fitment evidence; do not generalize 45 psi to lighter R5 cars.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to pressure that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC109-Q2,current_knowledge_deep_mine,SRC109,Jaguar Tuning & Preparation of E-Type Cars for Competition — R5 pressure/fitment,1962,Jaguar Cars,https://jaguarrules.ru/wp-content/uploads/2018/11/Jaguar-E-Type-for-competition-use-1962.pdf,Factory competition preparation manual,A,P1,pressure,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"Specifies Dunlop R5 6.00x15 front / 6.50x15 rear and recommends 45 psi front and rear as a baseline, while explicitly saying pressures vary by circuit and requirements.",Very strong factory car-specific pressure/fitment evidence; do not generalize 45 psi to lighter R5 cars.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for pressure. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
